state,city,year,month,week,disease,cases,deaths,temperature,precipitation,lai,latitude,longitude
Maharashtra,Aurangabad,2017,10,2,Diarrhea,2,0,302.51,0.23,5.62,19.883227,75.335581
Maharashtra,Aurangabad,2017,10,2,Chikungunya,1,0,300.19,1.37,0.0,19.883772,75.360126
Maharashtra,Aurangabad,2017,10,2,Cholera,2,0,298.18,0.34,1.03,19.875355,75.346844
Maharashtra,Aurangabad,2017,10,2,Acute Gastroenteritis,4,0,301.89,2.24,1.44,19.865223,75.347717
Maharashtra,Aurangabad,2017,10,3,Dengue,15,0,296.79,1.06,0.98,19.894179,75.343745
Maharashtra,Aurangabad,2017,10,3,Malaria,4,0,299.41,0.39,0.68,19.88457,75.336119
Maharashtra,Aurangabad,2017,10,3,Typhoid,2,0,292.27,1.31,3.66,19.870089,75.331624
Maharashtra,Aurangabad,2017,10,3,Diarrhea,6,0,298.81,0.0,1.37,19.853679,75.348505
Maharashtra,Aurangabad,2017,10,3,Chikungunya,2,0,302.12,0.41,2.15,19.88324,75.340654
Maharashtra,Aurangabad,2017,10,3,Cholera,1,0,294.36,0.28,3.79,19.890188,75.353423
Maharashtra,Aurangabad,2017,10,3,Acute Gastroenteritis,2,0,298.88,0.35,1.86,19.880729,75.331694
Maharashtra,Aurangabad,2017,10,4,Dengue,10,0,302.58,0.7,1.52,19.874065,75.337722
Maharashtra,Aurangabad,2017,10,4,Malaria,7,0,300.37,0.0,2.73,19.88959,75.333298
Maharashtra,Aurangabad,2017,10,4,Typhoid,2,0,298.91,1.63,3.22,19.870305,75.344764
Maharashtra,Aurangabad,2017,10,4,Diarrhea,6,0,295.93,0.92,4.48,19.892213,75.34464
Maharashtra,Aurangabad,2017,10,4,Chikungunya,7,0,301.3,0.0,3.68,19.868949,75.358919
Maharashtra,Aurangabad,2017,10,4,Cholera,1,0,296.47,1.48,2.26,19.869274,75.34237
Maharashtra,Aurangabad,2017,10,4,Acute Gastroenteritis,1,0,295.9,1.22,2.66,19.872173,75.349244
Maharashtra,Aurangabad,2017,11,1,Dengue,14,0,294.56,0.78,4.41,19.880621,75.323797
Maharashtra,Aurangabad,2017,11,1,Malaria,5,0,302.42,1.11,1.54,19.883054,75.350359
Maharashtra,Aurangabad,2017,11,1,Typhoid,1,0,301.39,0.39,0.0,19.880886,75.335887
Maharashtra,Aurangabad,2017,11,1,Diarrhea,6,0,300.38,0.0,2.26,19.884221,75.344778
Maharashtra,Aurangabad,2017,11,1,Chikungunya,1,0,300.05,0.74,3.28,19.871132,75.362158
Maharashtra,Aurangabad,2017,11,1,Cholera,1,0,301.54,0.0,2.7,19.871574,75.33138
Maharashtra,Aurangabad,2017,11,1,Acute Gastroenteritis,3,0,298.21,1.06,1.31,19.874396,75.347262
Maharashtra,Aurangabad,2017,11,2,Dengue,8,0,296.91,1.62,1.76,19.877458,75.34734
Maharashtra,Aurangabad,2017,11,2,Malaria,8,0,304.02,0.06,2.0,19.857312,75.35194
Maharashtra,Aurangabad,2017,11,2,Typhoid,1,0,297.24,0.0,1.92,19.878735,75.331668
Maharashtra,Aurangabad,2017,11,2,Diarrhea,1,0,295.35,2.43,1.15,19.87987,75.351683
Maharashtra,Aurangabad,2017,11,2,Chikungunya,5,0,299.02,1.01,1.77,19.892353,75.342423
Maharashtra,Aurangabad,2017,11,2,Cholera,2,0,299.87,1.81,4.54,19.875291,75.35019
Maharashtra,Aurangabad,2017,11,2,Acute Gastroenteritis,5,0,298.72,0.0,1.39,19.868446,75.331809
Maharashtra,Aurangabad,2017,11,3,Dengue,11,0,296.65,3.91,4.12,19.855705,75.324953
Maharashtra,Aurangabad,2017,11,3,Malaria,5,0,302.43,0.56,4.92,19.869939,75.331713
Maharashtra,Aurangabad,2017,11,3,Typhoid,1,0,301.85,0.0,1.54,19.854757,75.341416
Maharashtra,Aurangabad,2017,11,3,Diarrhea,5,0,298.47,0.0,3.33,19.879537,75.350012
Maharashtra,Aurangabad,2017,11,3,Chikungunya,4,0,299.6,0.66,1.23,19.87943,75.339585
Maharashtra,Aurangabad,2017,11,3,Cholera,3,0,298.77,0.0,1.02,19.876852,75.349105
Maharashtra,Aurangabad,2017,11,3,Acute Gastroenteritis,1,0,300.01,1.14,1.23,19.872219,75.352404
Maharashtra,Aurangabad,2017,11,4,Dengue,13,0,296.16,0.19,3.51,19.869444,75.32719
Maharashtra,Aurangabad,2017,11,4,Malaria,7,0,298.37,1.69,3.41,19.861264,75.344923
Maharashtra,Aurangabad,2017,11,4,Typhoid,2,0,297.04,0.0,3.2,19.883002,75.332464
Maharashtra,Aurangabad,2017,11,4,Diarrhea,4,0,300.27,1.92,4.66,19.869004,75.364369
Maharashtra,Aurangabad,2017,11,4,Chikungunya,2,0,300.81,3.13,4.08,19.872008,75.338544
Maharashtra,Aurangabad,2017,11,4,Cholera,0,0,299.97,2.1,2.83,19.886908,75.341347
Maharashtra,Aurangabad,2017,11,4,Acute Gastroenteritis,5,0,294.43,0.62,2.02,19.880156,75.320066
Maharashtra,Aurangabad,2017,12,1,Dengue,10,0,300.21,0.0,3.94,19.877369,75.33239
Maharashtra,Aurangabad,2017,12,1,Malaria,1,0,296.09,1.82,2.8,19.864922,75.320954
Maharashtra,Aurangabad,2017,12,1,Typhoid,3,0,295.63,1.75,1.51,19.874106,75.328125
Maharashtra,Aurangabad,2017,12,1,Diarrhea,1,0,300.26,0.34,3.5,19.861469,75.346711
Maharashtra,Aurangabad,2017,12,1,Chikungunya,1,0,300.14,0.0,1.34,19.868246,75.347882
Maharashtra,Aurangabad,2017,12,1,Cholera,1,0,303.09,1.36,2.25,19.872361,75.349466
Maharashtra,Aurangabad,2017,12,1,Acute Gastroenteritis,2,0,302.55,1.41,1.72,19.86153,75.336312
Maharashtra,Aurangabad,2017,12,2,Dengue,12,0,304.82,2.47,3.03,19.881063,75.330155
Maharashtra,Aurangabad,2017,12,2,Malaria,3,0,300.65,1.64,4.72,19.878202,75.347862
Maharashtra,Aurangabad,2017,12,2,Typhoid,1,0,297.64,2.0,2.12,19.872396,75.350431
Maharashtra,Aurangabad,2017,12,2,Diarrhea,7,0,293.78,0.0,0.0,19.887413,75.343966
Maharashtra,Aurangabad,2017,12,2,Chikungunya,6,1,301.01,1.59,2.53,19.885929,75.349382
Maharashtra,Aurangabad,2017,12,2,Cholera,2,0,297.83,1.46,2.63,19.872418,75.365797
Maharashtra,Aurangabad,2017,12,2,Acute Gastroenteritis,3,0,297.28,0.5,0.57,19.872151,75.316581
Maharashtra,Aurangabad,2017,12,3,Dengue,9,0,296.8,0.45,0.96,19.871954,75.350374
Maharashtra,Aurangabad,2017,12,3,Malaria,7,0,300.63,0.0,4.36,19.8784,75.351018
Maharashtra,Aurangabad,2017,12,3,Typhoid,1,0,304.6,1.28,5.32,19.874566,75.353797
Maharashtra,Aurangabad,2017,12,3,Diarrhea,3,0,298.08,0.0,4.14,19.876297,75.33014
Maharashtra,Aurangabad,2017,12,3,Chikungunya,5,0,300.78,0.0,2.44,19.877283,75.338987
Maharashtra,Aurangabad,2017,12,3,Cholera,0,0,296.58,0.01,0.71,19.869843,75.336711
Maharashtra,Aurangabad,2017,12,3,Acute Gastroenteritis,1,0,300.85,0.0,2.49,19.872151,75.349089
Maharashtra,Aurangabad,2017,12,4,Dengue,16,0,294.35,0.0,4.08,19.876801,75.342585
Maharashtra,Aurangabad,2017,12,4,Malaria,8,0,300.02,1.61,3.0,19.836826,75.315396
Maharashtra,Aurangabad,2017,12,4,Typhoid,1,0,298.18,1.44,1.79,19.867168,75.344405
Maharashtra,Aurangabad,2017,12,4,Diarrhea,9,0,297.73,0.08,1.53,19.876285,75.350621
Maharashtra,Aurangabad,2017,12,4,Chikungunya,2,0,299.65,1.68,3.86,19.866717,75.343422
Maharashtra,Aurangabad,2017,12,4,Cholera,0,0,298.47,0.0,0.28,19.882388,75.33844
Maharashtra,Aurangabad,2017,12,4,Acute Gastroenteritis,0,0,303.2,1.68,4.22,19.892718,75.35486
Maharashtra,Aurangabad,2018,1,1,Dengue,10,0,296.33,2.76,3.09,19.874306,75.33843
Maharashtra,Aurangabad,2018,1,1,Malaria,4,0,288.22,0.66,1.49,19.873135,75.358606
Maharashtra,Aurangabad,2018,1,1,Typhoid,2,0,293.8,1.22,1.73,19.87236,75.359177
Maharashtra,Aurangabad,2018,1,1,Diarrhea,3,0,291.96,0.24,1.53,19.87016,75.339587
Maharashtra,Aurangabad,2018,1,1,Chikungunya,7,0,290.01,2.92,5.41,19.880134,75.351745
Maharashtra,Aurangabad,2018,1,1,Cholera,2,0,290.53,0.72,4.47,19.863872,75.334228
Maharashtra,Aurangabad,2018,1,1,Acute Gastroenteritis,3,0,286.38,0.55,4.85,19.851741,75.340178
Maharashtra,Aurangabad,2018,1,2,Dengue,13,0,288.71,1.0,1.73,19.882928,75.355937
Maharashtra,Aurangabad,2018,1,2,Malaria,3,0,294.89,2.03,1.11,19.880042,75.340035
Maharashtra,Aurangabad,2018,1,2,Typhoid,2,0,287.46,1.11,1.49,19.877065,75.336896
Maharashtra,Aurangabad,2018,1,2,Diarrhea,5,0,293.32,0.0,7.19,19.876522,75.349328
Maharashtra,Aurangabad,2018,1,2,Chikungunya,1,0,292.1,1.73,1.1,19.884693,75.336602
Maharashtra,Aurangabad,2018,1,2,Cholera,1,0,294.75,1.77,2.84,19.882434,75.336452
Maharashtra,Aurangabad,2018,1,2,Acute Gastroenteritis,4,0,290.57,1.78,5.01,19.884671,75.341446
Maharashtra,Aurangabad,2018,1,3,Dengue,12,0,294.0,1.13,3.2,19.90094,75.346022
Maharashtra,Aurangabad,2018,1,3,Malaria,5,1,290.72,0.59,3.48,19.869517,75.325342
Maharashtra,Aurangabad,2018,1,3,Typhoid,1,0,292.59,0.0,6.3,19.869376,75.347566
Maharashtra,Aurangabad,2018,1,3,Diarrhea,5,0,295.28,1.55,0.08,19.883624,75.35247
Maharashtra,Aurangabad,2018,1,3,Chikungunya,9,0,296.42,2.08,4.07,19.860871,75.333282
Maharashtra,Aurangabad,2018,1,3,Cholera,1,0,287.87,4.7,2.17,19.877225,75.345445
Maharashtra,Aurangabad,2018,1,3,Acute Gastroenteritis,4,0,290.95,3.88,5.2,19.869973,75.35507
Maharashtra,Aurangabad,2018,1,4,Dengue,15,0,290.07,0.74,4.74,19.883904,75.360223
Maharashtra,Aurangabad,2018,1,4,Malaria,2,0,286.87,0.0,3.79,19.862253,75.339899
Maharashtra,Aurangabad,2018,1,4,Typhoid,2,0,291.21,0.0,2.23,19.877324,75.337761
Maharashtra,Aurangabad,2018,1,4,Diarrhea,2,0,293.61,0.0,2.17,19.874499,75.352824
Maharashtra,Aurangabad,2018,1,4,Chikungunya,3,0,288.37,0.44,3.11,19.862657,75.334852
Maharashtra,Aurangabad,2018,1,4,Cholera,0,0,289.01,1.48,3.69,19.863536,75.360606
Maharashtra,Aurangabad,2018,1,4,Acute Gastroenteritis,3,0,297.3,1.95,3.2,19.882408,75.325304
Maharashtra,Aurangabad,2018,2,1,Dengue,7,0,288.92,1.41,2.22,19.879748,75.336239
Maharashtra,Aurangabad,2018,2,1,Malaria,10,0,292.69,0.0,2.69,19.885317,75.342589
Maharashtra,Aurangabad,2018,2,1,Typhoid,1,0,297.94,2.7,3.05,19.872345,75.340155
Maharashtra,Aurangabad,2018,2,1,Diarrhea,5,0,295.48,1.27,2.08,19.875292,75.341016
Maharashtra,Aurangabad,2018,2,1,Chikungunya,2,0,294.35,2.94,3.66,19.864351,75.342731
Maharashtra,Aurangabad,2018,2,1,Cholera,2,0,289.92,0.34,3.65,19.873361,75.337893
Maharashtra,Aurangabad,2018,2,1,Acute Gastroenteritis,2,0,292.04,0.95,1.99,19.878379,75.347478
Maharashtra,Aurangabad,2018,2,2,Dengue,8,1,286.05,0.0,2.01,19.874114,75.334888
Maharashtra,Aurangabad,2018,2,2,Malaria,5,0,298.93,0.0,3.57,19.887482,75.330239
Maharashtra,Aurangabad,2018,2,2,Typhoid,1,0,288.25,0.9,1.96,19.878248,75.341862
Maharashtra,Aurangabad,2018,2,2,Diarrhea,2,0,293.68,0.0,4.04,19.87904,75.330316
Maharashtra,Aurangabad,2018,2,2,Chikungunya,0,0,294.7,0.0,0.92,19.876983,75.34377
Maharashtra,Aurangabad,2018,2,2,Cholera,2,0,286.12,0.72,1.6,19.884499,75.348785
Maharashtra,Aurangabad,2018,2,2,Acute Gastroenteritis,3,0,293.88,0.0,3.42,19.874694,75.354383
Maharashtra,Aurangabad,2018,2,3,Dengue,9,0,293.39,0.42,3.23,19.874593,75.338602
Maharashtra,Aurangabad,2018,2,3,Malaria,5,0,296.51,0.0,4.81,19.869927,75.333998
Maharashtra,Aurangabad,2018,2,3,Typhoid,1,0,288.85,0.0,2.12,19.857373,75.347139
Maharashtra,Aurangabad,2018,2,3,Diarrhea,5,0,290.81,0.0,4.18,19.891453,75.337635
Maharashtra,Aurangabad,2018,2,3,Chikungunya,0,0,298.75,2.35,3.67,19.863862,75.344002
Maharashtra,Aurangabad,2018,2,3,Cholera,0,0,291.87,1.69,3.19,19.89341,75.355405
Maharashtra,Aurangabad,2018,2,3,Acute Gastroenteritis,4,0,288.91,0.0,1.18,19.88403,75.335038
Maharashtra,Aurangabad,2018,2,4,Dengue,9,0,293.51,0.0,1.88,19.867672,75.341786
Maharashtra,Aurangabad,2018,2,4,Malaria,3,1,288.16,0.6,2.96,19.868738,75.35848
Maharashtra,Aurangabad,2018,2,4,Typhoid,0,0,291.78,0.92,5.05,19.886167,75.341746
Maharashtra,Aurangabad,2018,2,4,Diarrhea,5,0,287.96,0.0,3.92,19.874145,75.3423
Maharashtra,Aurangabad,2018,2,4,Chikungunya,2,0,288.59,1.38,2.23,19.891614,75.334144
Maharashtra,Aurangabad,2018,2,4,Cholera,3,0,288.09,0.63,1.96,19.879154,75.338224
Maharashtra,Aurangabad,2018,2,4,Acute Gastroenteritis,1,0,295.84,1.7,1.13,19.850197,75.334631
Maharashtra,Aurangabad,2018,3,1,Dengue,12,0,291.52,0.0,0.32,19.870849,75.332171
Maharashtra,Aurangabad,2018,3,1,Malaria,6,0,295.21,1.84,4.19,19.866226,75.355793
Maharashtra,Aurangabad,2018,3,1,Typhoid,1,0,294.82,0.0,0.68,19.881954,75.352298
Maharashtra,Aurangabad,2018,3,1,Diarrhea,3,0,290.63,0.0,4.38,19.878048,75.325351
Maharashtra,Aurangabad,2018,3,1,Chikungunya,3,0,291.26,1.62,0.0,19.879507,75.353954
Maharashtra,Aurangabad,2018,3,1,Cholera,1,0,295.62,1.19,1.2,19.877033,75.345043
Maharashtra,Aurangabad,2018,3,1,Acute Gastroenteritis,1,0,289.34,2.17,0.0,19.883452,75.344393
Maharashtra,Aurangabad,2018,3,2,Dengue,15,0,297.31,1.58,3.67,19.882732,75.352524
Maharashtra,Aurangabad,2018,3,2,Malaria,6,0,294.38,2.33,2.7,19.881394,75.354959
Maharashtra,Aurangabad,2018,3,2,Typhoid,0,0,294.1,1.19,0.75,19.883129,75.3575
Maharashtra,Aurangabad,2018,3,2,Diarrhea,1,0,294.2,0.0,2.69,19.859095,75.344472
Maharashtra,Aurangabad,2018,3,2,Chikungunya,2,0,294.49,1.28,0.91,19.854999,75.33801
Maharashtra,Aurangabad,2018,3,2,Cholera,0,0,296.49,3.13,4.72,19.868142,75.337821
Maharashtra,Aurangabad,2018,3,2,Acute Gastroenteritis,1,0,292.74,1.21,2.35,19.881203,75.33712
Maharashtra,Aurangabad,2018,3,3,Dengue,12,0,294.45,0.0,2.96,19.892109,75.348219
Maharashtra,Aurangabad,2018,3,3,Malaria,4,0,288.64,3.99,3.07,19.86372,75.343415
Maharashtra,Aurangabad,2018,3,3,Typhoid,2,0,286.4,2.56,4.03,19.875097,75.347934
Maharashtra,Aurangabad,2018,3,3,Diarrhea,4,0,294.25,0.0,2.6,19.87691,75.330753
Maharashtra,Aurangabad,2018,3,3,Chikungunya,2,0,287.16,1.24,2.44,19.871067,75.346864
Maharashtra,Aurangabad,2018,3,3,Cholera,1,0,294.3,0.0,2.59,19.898757,75.359794
Maharashtra,Aurangabad,2018,3,3,Acute Gastroenteritis,0,0,289.89,2.03,1.16,19.892872,75.357555
Maharashtra,Aurangabad,2018,3,4,Dengue,9,0,294.17,1.73,2.56,19.883166,75.337194
Maharashtra,Aurangabad,2018,3,4,Malaria,1,0,293.09,0.73,0.64,19.874641,75.342487
Maharashtra,Aurangabad,2018,3,4,Typhoid,2,0,291.45,0.0,3.19,19.860913,75.340766
Maharashtra,Aurangabad,2018,3,4,Diarrhea,2,0,289.96,2.45,3.13,19.883651,75.336191
Maharashtra,Aurangabad,2018,3,4,Chikungunya,5,0,290.03,0.0,5.48,19.895839,75.342394
Maharashtra,Aurangabad,2018,3,4,Cholera,0,0,291.83,0.71,1.73,19.879346,75.353328
Maharashtra,Aurangabad,2018,3,4,Acute Gastroenteritis,2,0,292.71,0.8,4.46,19.868592,75.359977
Maharashtra,Aurangabad,2018,4,1,Dengue,6,0,295.05,1.13,2.82,19.87808,75.334162
Maharashtra,Aurangabad,2018,4,1,Malaria,8,0,297.58,0.86,1.66,19.87052,75.338127
Maharashtra,Aurangabad,2018,4,1,Typhoid,0,0,298.52,1.67,4.14,19.869471,75.339781
Maharashtra,Aurangabad,2018,4,1,Diarrhea,6,0,291.36,0.0,0.3,19.872705,75.339569
Maharashtra,Aurangabad,2018,4,1,Chikungunya,1,0,296.8,1.63,3.58,19.885346,75.354697
Maharashtra,Aurangabad,2018,4,1,Cholera,2,0,293.06,0.0,2.27,19.895094,75.320846
Maharashtra,Aurangabad,2018,4,1,Acute Gastroenteritis,1,0,291.61,0.0,1.66,19.877776,75.344506
Maharashtra,Aurangabad,2018,4,2,Dengue,8,0,293.94,0.0,2.18,19.881619,75.337714
Maharashtra,Aurangabad,2018,4,2,Malaria,2,0,296.18,1.1,5.12,19.882222,75.341616
Maharashtra,Aurangabad,2018,4,2,Typhoid,5,0,292.44,0.0,2.49,19.862715,75.342332
Maharashtra,Aurangabad,2018,4,2,Diarrhea,5,0,293.3,0.51,1.71,19.856661,75.334563
Maharashtra,Aurangabad,2018,4,2,Chikungunya,2,0,295.67,2.67,0.0,19.868374,75.338785
Maharashtra,Aurangabad,2018,4,2,Cholera,1,0,289.41,1.58,5.11,19.884674,75.333969
Maharashtra,Aurangabad,2018,4,2,Acute Gastroenteritis,0,0,291.89,1.6,3.05,19.877829,75.341619
Maharashtra,Aurangabad,2018,4,3,Dengue,9,0,296.8,0.94,2.43,19.884926,75.328164
Maharashtra,Aurangabad,2018,4,3,Malaria,3,0,294.25,0.0,2.28,19.874086,75.349762
Maharashtra,Aurangabad,2018,4,3,Typhoid,2,0,292.92,2.58,5.2,19.860951,75.336203
Maharashtra,Aurangabad,2018,4,3,Diarrhea,4,0,292.13,1.87,2.3,19.895053,75.363158
Maharashtra,Aurangabad,2018,4,3,Chikungunya,0,0,290.19,2.01,3.63,19.861361,75.352735
Maharashtra,Aurangabad,2018,4,3,Cholera,3,0,290.14,0.0,3.39,19.877568,75.333481
Maharashtra,Aurangabad,2018,4,3,Acute Gastroenteritis,0,0,293.44,2.16,4.36,19.868101,75.337748
Maharashtra,Aurangabad,2018,4,4,Dengue,6,0,294.04,1.73,3.86,19.872164,75.359685
Maharashtra,Aurangabad,2018,4,4,Malaria,6,0,289.03,0.0,3.86,19.893238,75.334324
Maharashtra,Aurangabad,2018,4,4,Typhoid,0,0,291.73,2.63,1.72,19.868839,75.357135
Maharashtra,Aurangabad,2018,4,4,Diarrhea,3,0,290.52,0.0,2.65,19.871482,75.343084
Maharashtra,Aurangabad,2018,4,4,Chikungunya,4,0,297.09,0.92,1.77,19.883096,75.350836
Maharashtra,Aurangabad,2018,4,4,Cholera,0,0,290.25,0.0,3.1,19.873854,75.342334
Maharashtra,Aurangabad,2018,4,4,Acute Gastroenteritis,1,0,289.28,1.3,2.44,19.879935,75.337425
Maharashtra,Aurangabad,2018,5,1,Dengue,8,0,290.74,0.0,1.98,19.881109,75.353778
Maharashtra,Aurangabad,2018,5,1,Malaria,5,0,294.7,0.79,4.23,19.892438,75.349018
Maharashtra,Aurangabad,2018,5,1,Typhoid,1,0,299.46,1.03,3.29,19.871502,75.335948
Maharashtra,Aurangabad,2018,5,1,Diarrhea,2,0,292.19,0.0,2.0,19.868995,75.332717
Maharashtra,Aurangabad,2018,5,1,Chikungunya,4,0,292.79,1.34,3.41,19.880666,75.336778
Maharashtra,Aurangabad,2018,5,1,Cholera,0,0,294.56,0.0,3.64,19.899089,75.335319
Maharashtra,Aurangabad,2018,5,1,Acute Gastroenteritis,0,0,289.54,1.41,2.57,19.875018,75.351453
Maharashtra,Aurangabad,2018,5,2,Dengue,15,0,297.54,2.39,2.9,19.873908,75.332592
Maharashtra,Aurangabad,2018,5,2,Malaria,3,0,295.76,0.0,0.0,19.870065,75.32925
Maharashtra,Aurangabad,2018,5,2,Typhoid,1,0,294.7,1.92,2.11,19.878994,75.350144
Maharashtra,Aurangabad,2018,5,2,Diarrhea,3,0,292.71,1.77,2.6,19.873761,75.349583
Maharashtra,Aurangabad,2018,5,2,Chikungunya,5,0,290.07,0.0,1.88,19.872299,75.35451
Maharashtra,Aurangabad,2018,5,2,Cholera,2,0,292.57,0.08,2.8,19.885046,75.341663
Maharashtra,Aurangabad,2018,5,2,Acute Gastroenteritis,2,0,296.19,0.62,0.42,19.876735,75.33757
Maharashtra,Aurangabad,2018,5,3,Dengue,11,0,295.03,0.97,4.8,19.900658,75.345524
Maharashtra,Aurangabad,2018,5,3,Malaria,1,0,295.0,0.0,1.87,19.859856,75.344745
Maharashtra,Aurangabad,2018,5,3,Typhoid,2,0,289.2,0.0,2.15,19.8806,75.358769
Maharashtra,Aurangabad,2018,5,3,Diarrhea,3,0,294.48,0.0,2.01,19.864589,75.355294
Maharashtra,Aurangabad,2018,5,3,Chikungunya,1,0,294.9,1.82,2.56,19.869989,75.347813
Maharashtra,Aurangabad,2018,5,3,Cholera,1,0,291.81,0.91,3.57,19.862122,75.336315
Maharashtra,Aurangabad,2018,5,3,Acute Gastroenteritis,2,0,294.52,1.27,0.69,19.856477,75.356281
Maharashtra,Aurangabad,2018,5,4,Dengue,10,0,287.6,0.0,2.69,19.870963,75.332
Maharashtra,Aurangabad,2018,5,4,Malaria,2,0,297.6,1.19,3.08,19.876859,75.344032
Maharashtra,Aurangabad,2018,5,4,Typhoid,0,0,295.16,0.58,2.96,19.872018,75.34975
Maharashtra,Aurangabad,2018,5,4,Diarrhea,7,0,295.25,0.95,1.92,19.877706,75.343024
Maharashtra,Aurangabad,2018,5,4,Chikungunya,5,0,292.39,0.0,5.13,19.867923,75.345433
Maharashtra,Aurangabad,2018,5,4,Cholera,0,0,294.4,0.42,4.02,19.891887,75.344708
Maharashtra,Aurangabad,2018,5,4,Acute Gastroenteritis,3,0,292.04,1.06,2.67,19.868234,75.336574
Maharashtra,Aurangabad,2018,6,1,Dengue,28,0,295.94,4.13,3.63,19.877135,75.356015
Maharashtra,Aurangabad,2018,6,1,Malaria,8,0,297.08,5.08,3.72,19.881131,75.318092
Maharashtra,Aurangabad,2018,6,1,Typhoid,1,0,296.92,4.41,1.82,19.868938,75.360429
Maharashtra,Aurangabad,2018,6,1,Diarrhea,7,0,291.1,3.41,2.76,19.869579,75.343182
Maharashtra,Aurangabad,2018,6,1,Chikungunya,10,0,292.37,3.43,1.9,19.881431,75.354107
Maharashtra,Aurangabad,2018,6,1,Cholera,1,0,297.7,3.82,1.31,19.883381,75.339448
Maharashtra,Aurangabad,2018,6,1,Acute Gastroenteritis,3,0,293.39,2.66,0.66,19.879351,75.334815
Maharashtra,Aurangabad,2018,6,2,Dengue,42,0,287.7,4.36,3.97,19.862665,75.338647
Maharashtra,Aurangabad,2018,6,2,Malaria,9,0,294.92,5.8,2.46,19.888383,75.341618
Maharashtra,Aurangabad,2018,6,2,Typhoid,6,0,296.4,2.72,3.91,19.886572,75.336702
Maharashtra,Aurangabad,2018,6,2,Diarrhea,8,0,294.67,3.86,5.14,19.881,75.364349
Maharashtra,Aurangabad,2018,6,2,Chikungunya,5,0,300.77,4.69,2.34,19.8766,75.341919
Maharashtra,Aurangabad,2018,6,2,Cholera,2,0,298.03,3.33,4.47,19.890728,75.336698
Maharashtra,Aurangabad,2018,6,2,Acute Gastroenteritis,1,0,293.83,6.55,3.3,19.87328,75.334628
Maharashtra,Aurangabad,2018,6,3,Dengue,21,0,295.52,3.32,3.47,19.858465,75.344088
Maharashtra,Aurangabad,2018,6,3,Malaria,9,0,293.51,5.16,3.17,19.871912,75.352449
Maharashtra,Aurangabad,2018,6,3,Typhoid,4,0,292.66,2.27,4.25,19.871502,75.34356
Maharashtra,Aurangabad,2018,6,3,Diarrhea,11,0,295.03,3.99,2.33,19.884238,75.357336
Maharashtra,Aurangabad,2018,6,3,Chikungunya,11,0,288.51,5.37,0.69,19.879691,75.353399
Maharashtra,Aurangabad,2018,6,3,Cholera,1,0,296.43,4.16,1.23,19.877605,75.357028
Maharashtra,Aurangabad,2018,6,3,Acute Gastroenteritis,4,0,297.85,5.96,2.55,19.878789,75.341741
Maharashtra,Aurangabad,2018,6,4,Dengue,36,0,298.44,4.09,2.15,19.89626,75.344518
Maharashtra,Aurangabad,2018,6,4,Malaria,7,0,299.75,2.78,4.23,19.885686,75.336606
Maharashtra,Aurangabad,2018,6,4,Typhoid,1,0,300.64,4.04,3.88,19.875036,75.349815
Maharashtra,Aurangabad,2018,6,4,Diarrhea,9,0,294.99,3.38,1.33,19.879638,75.354629
Maharashtra,Aurangabad,2018,6,4,Chikungunya,11,0,295.45,2.59,3.97,19.883004,75.352115
Maharashtra,Aurangabad,2018,6,4,Cholera,0,0,294.56,2.64,0.39,19.87427,75.348674
Maharashtra,Aurangabad,2018,6,4,Acute Gastroenteritis,2,0,292.39,2.94,3.05,19.880083,75.33449
Maharashtra,Aurangabad,2018,7,1,Dengue,36,0,298.47,6.02,1.94,19.886127,75.337197
Maharashtra,Aurangabad,2018,7,1,Malaria,11,0,297.22,3.47,1.59,19.857898,75.336352
Maharashtra,Aurangabad,2018,7,1,Typhoid,1,0,294.39,3.17,3.22,19.87278,75.352444
Maharashtra,Aurangabad,2018,7,1,Diarrhea,6,0,296.66,4.4,3.63,19.888289,75.321278
Maharashtra,Aurangabad,2018,7,1,Chikungunya,11,0,290.54,3.62,2.31,19.890146,75.340408
Maharashtra,Aurangabad,2018,7,1,Cholera,1,0,290.11,3.79,2.74,19.873671,75.349568
Maharashtra,Aurangabad,2018,7,1,Acute Gastroenteritis,3,0,297.61,6.03,4.65,19.895772,75.340666
Maharashtra,Aurangabad,2018,7,2,Dengue,37,0,296.3,1.6,4.2,19.884466,75.330513
Maharashtra,Aurangabad,2018,7,2,Malaria,6,0,289.98,4.8,0.96,19.851144,75.351785
Maharashtra,Aurangabad,2018,7,2,Typhoid,1,0,298.56,3.46,2.14,19.868341,75.342909
Maharashtra,Aurangabad,2018,7,2,Diarrhea,12,0,295.68,4.75,1.85,19.870162,75.344215
Maharashtra,Aurangabad,2018,7,2,Chikungunya,17,0,296.15,3.31,2.59,19.870173,75.328028
Maharashtra,Aurangabad,2018,7,2,Cholera,1,0,296.99,3.27,4.01,19.882006,75.355098
Maharashtra,Aurangabad,2018,7,2,Acute Gastroenteritis,1,0,294.48,3.63,3.13,19.868246,75.328497
Maharashtra,Aurangabad,2018,7,3,Dengue,30,0,293.81,3.63,3.79,19.874865,75.348345
Maharashtra,Aurangabad,2018,7,3,Malaria,11,1,295.82,2.81,1.84,19.900625,75.330188
Maharashtra,Aurangabad,2018,7,3,Typhoid,2,0,290.98,2.09,3.76,19.877494,75.334981
